poi1,poi2,cost
142,537,39446.35687
142,536,43240.71879
537,536,48362.76071
431,459,11654.28775
431,458,10180.67446
459,458,5411.592624
861,870,29403.87545
861,866,14976.14225
870,866,22205.46985
519,101,58979.72879
519,228,39438.65155
101,228,28273.5539
519,116,62294.66735
519,101,58979.72879
116,101,19903.93439
519,13,30565.50099
519,116,62294.66735
13,116,47134.67139
100,775,32604.38412
100,850,30744.78846
775,850,31451.21439
531,530,28735.43226
531,534,43020.30002
530,534,43299.20539
268,270,35002.38035
268,231,35047.29811
270,231,31179.76203
875,866,15893.63631
875,874,17082.52549
866,874,13403.38978
153,345,49883.54105
153,351,31418.13423
345,351,31956.69467
872,756,17604.71129
872,868,18714.82181
756,868,17059.73643
463,465,10759.57358
463,458,8865.235261
465,458,14824.29287
530,532,56208.40445
307,842,35434.55646
307,9,32113.87121
842,9,46025.08236
267,766,17274.73896
267,265,8942.526924
766,265,9823.778424
463,460,6029.095929
463,465,10759.57358
460,465,6211.609327
442,903,47705.72756
442,906,53129.72534
903,906,14211.06718
389,394,14499.48387
389,381,18985.04619
394,381,15489.21384
255,447,76049.92036
255,906,26766.44786
447,906,57900.21273
872,748,14047.90001
872,756,17604.71129
748,756,12317.41954
762,766,23635.23589
762,267,17155.50097
766,267,17274.73896
873,872,22227.79487
873,867,17696.5904
872,867,11763.06724
442,431,26777.23704
442,903,47705.72756
431,903,30908.56444
394,864,16957.26263
394,381,15489.21384
864,381,13595.63449
850,782,40036.17083
850,725,36619.77334
782,725,26552.16437
861,871,18335.31478
861,870,29403.87545
871,870,29240.86586
447,442,15477.03742
447,906,57900.21273
442,906,53129.72534
724,735,26492.80425
724,725,19535.50775
735,725,26416.29936
394,388,9794.255711
394,864,16957.26263
388,864,14514.25266
750,755,11411.0287
750,749,20602.40025
755,749,16824.17068
457,459,8368.238586
457,431,14866.79749
459,431,11654.28775
16,21,22342.81263
16,14,18785.98876
21,14,19460.14745
333,153,63656.34193
333,350,40641.53942
153,350,58261.0291
537,531,32714.79592
537,534,32435.59352
531,534,43020.30002
269,270,25600.68242
269,268,17859.4017
270,268,35002.38035
557,27,40962.3094
557,24,33679.20905
27,24,24124.47271
466,431,23156.37524
466,442,6813.99196
431,442,26777.23704
748,752,5295.995106
748,756,12317.41954
752,756,11286.34461
393,392,24584.84283
393,384,15006.76037
392,384,18696.45464
844,185,51159.13541
844,840,37237.18513
185,840,39379.99759
457,435,6049.528589
457,459,8368.238586
435,459,4513.097595
864,875,17849.66556
864,874,10576.14844
875,874,17082.52549
452,431,21271.19371
452,466,3755.368977
431,466,23156.37524
36,31,29290.43903
36,29,20493.81192
31,29,16021.84557
252,255,35882.16417
447,255,76049.92036
452,457,9608.037497
452,431,21271.19371
457,431,14866.79749
865,875,10869.98616
865,864,16424.48202
875,864,17849.66556
733,728,21776.07194
733,723,12848.54958
728,723,10251.23937
436,442,9775.942184
436,447,7864.164543
442,447,15477.03742
388,865,8566.479328
388,864,14514.25266
865,864,16424.48202
442,453,6204.261251
442,466,6813.99196
453,466,2963.784485
441,453,3566.671225
441,442,3492.229835
453,442,6204.261251
774,775,20661.88724
774,100,28364.72356
775,100,32604.38412
775,782,23493.74583
775,850,31451.21439
782,850,40036.17083
436,455,4720.549101
436,442,9775.942184
455,442,6706.43865
734,728,26813.62518
734,733,10449.44614
728,733,21776.07194
731,738,28041.91018
731,739,15710.98732
738,739,25694.74059
769,764,20507.99438
769,762,24624.71595
764,762,28623.18359
455,441,5240.312738
455,442,6706.43865
441,442,3492.229835
859,866,20947.49469
859,875,9405.465365
866,875,15893.63631
765,769,19651.53301
765,767,28141.20189
769,767,13602.09268
760,764,12603.4121
760,769,10287.50505
764,769,20507.99438
723,738,23629.76499
723,731,9295.304466
738,731,28041.91018
738,736,19940.48306
738,739,25694.74059
736,739,15301.16619
448,457,8842.375528
448,452,3791.489193
457,452,9608.037497
859,861,14574.52124
859,866,20947.49469
861,866,14976.14225
263,264,18543.0504
263,269,14903.41918
264,269,18629.44123
450,436,5522.985895
450,447,7100.757032
436,447,7864.164543
458,461,11962.58801
458,463,8865.235261
461,463,4764.982823
440,453,4010.30198
440,441,3749.389986
453,441,3566.671225
346,142,44801.36044
346,336,39375.35472
142,336,42073.68496
459,461,11502.91458
459,458,5411.592624
461,458,11962.58801
444,466,5602.419152
444,453,3998.753872
466,453,2963.784485
765,760,13892.16315
765,769,19651.53301
760,769,10287.50505
606,770,43727.90576
606,608,31177.20098
770,608,27977.19963
752,757,14747.75402
752,756,11286.34461
757,756,10281.93393
751,333,60739.82215
751,749,22786.34109
333,749,42061.58802
782,724,21577.14165
782,725,26552.16437
724,725,19535.50775
455,440,5431.589998
455,441,5240.312738
440,441,3749.389986
444,452,6192.468492
444,466,5602.419152
452,466,3755.368977
728,738,19012.24023
728,723,10251.23937
738,723,23629.76499
461,460,9065.952404
461,463,4764.982823
460,463,6029.095929
440,449,3348.07699
440,453,4010.30198
449,453,4744.00265
724,726,21267.30952
724,735,26492.80425
726,735,22613.82178
751,153,48518.79035
751,333,60739.82215
153,333,63656.34193
449,444,2653.83207
449,453,4744.00265
444,453,3998.753872
432,459,8154.973632
432,435,3933.576599
459,435,4513.097595
735,728,28023.3765
735,734,10902.44894
728,734,26813.62518
448,445,5674.493741
448,457,8842.375528
445,457,9072.915136
457,432,8095.395311
457,435,6049.528589
432,435,3933.576599
231,230,37860.62111
231,234,29993.87009
230,234,15173.0927
606,767,38156.37194
606,770,43727.90576
767,770,15294.73803
21,18,32708.04063
21,20,18856.22451
18,20,30730.55449
432,461,10877.16832
432,459,8154.973632
461,459,11502.91458
726,728,24593.11651
726,735,22613.82178
728,735,28023.3765
764,766,21686.94657
764,762,28623.18359
766,762,23635.23589
602,606,26613.57371
602,608,22941.89633
606,608,31177.20098
777,779,27348.49658
777,99,33928.00633
779,99,26491.4912
444,448,6461.509604
444,452,6192.468492
448,452,3791.489193
185,843,63414.07286
185,179,26063.35707
843,179,69481.10061
454,448,6701.274505
454,444,2458.924435
448,444,6461.509604
430,460,13358.28887
430,461,7256.376847
460,461,9065.952404
606,765,22904.24968
606,767,38156.37194
765,767,28141.20189
439,447,10914.5739
449,454,3444.686718
449,444,2653.83207
454,444,2458.924435
456,445,4596.819546
456,448,5125.147003
445,448,5674.493741
521,14,33021.35736
521,13,30748.09639
14,13,28261.44023
153,346,52231.13146
153,345,49883.54105
346,345,41421.2634
439,450,10139.84371
439,447,10914.5739
450,447,7100.757032
230,228,40300.76923
230,234,15173.0927
228,234,30415.18022
722,726,18525.20181
722,724,9073.751902
726,724,21267.30952
18,557,32922.31439
18,24,33225.46393
557,24,33679.20905
779,774,33270.92714
779,100,33378.21862
774,100,28364.72356
454,456,5744.123838
454,448,6701.274505
456,448,5125.147003
445,432,9874.175758
445,457,9072.915136
432,457,8095.395311
436,443,9318.884664
436,455,4720.549101
443,455,7472.446494
443,440,7955.77729
443,455,7472.446494
440,455,5431.589998
31,95,31021.01177
31,96,17886.54396
95,96,19387.47432
437,445,4806.981452
437,456,2881.990966
445,456,4596.819546
557,25,42097.74959
557,27,40962.3094
25,27,25403.85076
98,777,38618.19353
98,99,26673.73265
777,99,33928.00633
438,605,27103.31285
438,604,25342.23977
605,604,18850.36063
464,454,5249.229183
464,449,6104.332707
454,449,3444.686718
144,537,43499.55664
144,142,28469.27521
537,142,39446.35687
36,95,34568.31996
36,31,29290.43903
95,31,31021.01177
460,604,18911.29382
460,465,6211.609327
604,465,14873.99815
230,523,30210.86471
230,228,40300.76923
523,228,52195.72049
778,774,28076.58839
778,779,21410.08533
774,779,33270.92714
523,519,31277.25965
523,228,52195.72049
519,228,39438.65155
774,783,19886.22288
774,775,20661.88724
783,775,22761.30014
450,443,10496.03295
450,436,5522.985895
443,436,9318.884664
755,751,23677.54371
755,749,16824.17068
751,749,22786.34109
269,924,31683.98776
269,270,25600.68242
924,270,21448.39423
30,34,42935.1209
30,25,40269.57905
34,25,18987.22128
843,179,69481.10061
252,179,50989.1789
151,346,46188.28901
151,153,44142.62415
346,153,52231.13146
443,449,8858.138061
443,440,7955.77729
449,440,3348.07699
446,430,10493.76109
446,461,15322.9419
430,461,7256.376847
432,446,14882.98869
432,461,10877.16832
446,461,15322.9419
843,439,49666.16967
264,924,22018.5389
264,269,18629.44123
924,269,31683.98776
443,464,9682.748088
443,449,8858.138061
464,449,6104.332707
843,433,28796.13281
843,439,49666.16967
433,439,26407.53721
270,230,40402.60837
270,231,31179.76203
230,231,37860.62111
521,16,28917.89861
521,14,33021.35736
16,14,18785.98876
865,859,15943.48572
865,875,10869.98616
859,875,9405.465365
464,456,8529.134597
464,454,5249.229183
456,454,5744.123838
140,531,33856.02391
140,537,39776.80583
531,537,32714.79592
460,438,27394.11662
460,604,18911.29382
438,604,25342.23977
724,784,26466.37776
724,722,9073.751902
784,722,19516.65375
782,784,25413.63707
782,724,21577.14165
784,724,26466.37776
151,146,29406.82495
151,346,46188.28901
146,346,29113.79114
753,153,50386.45326
753,751,18176.71468
153,751,48518.79035
30,29,41976.10636
30,34,42935.1209
29,34,11969.6251
750,758,24611.0255
750,755,11411.0287
758,755,16677.38462
464,437,9451.000341
464,456,8529.134597
437,456,2881.990966
30,36,33833.91829
30,29,41976.10636
36,29,20493.81192
462,445,13944.52812
462,437,10464.04318
445,437,4806.981452
785,98,45140.51737
785,95,33418.04982
98,95,24333.57708
871,863,22528.93787
871,876,15950.37088
863,876,8490.660313
842,844,41580.48516
842,840,30717.96031
844,840,37237.18513
451,437,12492.88897
451,464,8617.982323
437,464,9451.000341
777,778,27408.82051
777,779,27348.49658
778,779,21410.08533
775,772,32058.98753
775,782,23493.74583
772,782,27845.72023
844,843,49530.65865
844,185,51159.13541
843,185,63414.07286
841,844,32821.67715
841,842,35959.92023
844,842,41580.48516
758,751,26776.18783
758,755,16677.38462
751,755,23677.54371
845,843,37866.61852
845,844,25017.49465
843,844,49530.65865
766,263,18329.6191
766,265,9823.778424
263,265,10080.00739
766,264,26946.80827
766,263,18329.6191
264,263,18543.0504
462,432,19609.62653
462,445,13944.52812
432,445,9874.175758
519,521,37379.25953
519,13,30565.50099
521,13,30748.09639
520,521,33178.17205
520,519,17440.6803
521,519,37379.25953
450,434,20466.71173
450,443,10496.03295
434,443,16353.25013
924,926,18218.57485
924,270,21448.39423
926,270,29118.27992
270,925,41264.9397
270,230,40402.60837
925,230,24229.39758
783,772,20239.79447
783,775,22761.30014
772,775,32058.98753
523,520,27195.65544
523,519,31277.25965
520,519,17440.6803
925,523,25772.88426
925,230,24229.39758
523,230,30210.86471
462,446,15816.5236
462,432,19609.62653
446,432,14882.98869
430,438,26562.77347
430,460,13358.28887
438,460,27394.11662
753,152,27872.77903
753,153,50386.45326
152,153,44564.32365
152,151,27741.92187
152,153,44564.32365
151,153,44142.62415
451,462,11178.62221
451,437,12492.88897
462,437,10464.04318
307,312,52603.58619
307,842,35434.55646
312,842,41117.17156
557,30,42691.08499
557,25,42097.74959
30,25,40269.57905
147,152,17211.57973
147,753,14319.71671
152,753,27872.77903
778,780,23433.97416
778,774,28076.58839
780,774,29966.50314
21,538,47880.1107
21,18,32708.04063
538,18,29400.82702
845,839,24188.89626
845,843,37866.61852
839,843,20625.19601
144,140,38810.99308
144,537,43499.55664
140,537,39776.80583
146,142,54584.47526
146,346,29113.79114
142,346,44801.36044
439,434,23304.77605
439,450,10139.84371
434,450,20466.71173
543,21,42409.41842
543,16,23401.69649
21,16,22342.81263
443,451,15529.89087
443,464,9682.748088
451,464,8617.982323
926,925,30393.44277
926,270,29118.27992
925,270,41264.9397
304,312,45055.97931
304,307,21533.71254
312,307,52603.58619
309,312,25699.77936
309,304,29747.11235
312,304,45055.97931
543,538,31634.43896
543,21,42409.41842
538,21,47880.1107
438,602,32872.2808
438,605,27103.31285
602,605,12781.13193
754,758,31038.47622
754,750,11234.31129
758,750,24611.0255
785,777,40898.8124
785,98,45140.51737
777,98,38618.19353
772,784,24316.3583
772,782,27845.72023
784,782,25413.63707
780,783,25648.94485
780,774,29966.50314
783,774,19886.22288
522,521,30320.80573
522,520,25137.78769
521,520,33178.17205
434,451,18298.84209
434,443,16353.25013
451,443,15529.89087
143,140,32511.19831
143,144,25020.02432
140,144,38810.99308
146,144,51390.23258
146,142,54584.47526
144,142,28469.27521
429,439,32043.95374
429,433,19441.74783
439,433,26407.53721
925,927,26398.8288
925,523,25772.88426
927,523,17266.58953
18,553,46643.18171
18,557,32922.31439
553,557,40514.33272
538,553,24480.25197
538,18,29400.82702
553,18,46643.18171
30,812,31766.90599
30,36,33833.91829
812,36,33136.76937
521,543,35109.08798
521,16,28917.89861
543,16,23401.69649
148,144,48001.19138
148,146,32295.30454
144,146,51390.23258
36,785,46032.44788
36,95,34568.31996
785,95,33418.04982
312,841,36094.82816
312,842,41117.17156
841,842,35959.92023
838,433,30277.2986
838,843,35450.75437
433,843,28796.13281
429,434,26637.18086
429,439,32043.95374
434,439,23304.77605
839,838,24688.83024
839,843,20625.19601
838,843,35450.75437
765,764,23535.80802
765,760,13892.16315
764,760,12603.4121
312,593,25893.76964
312,841,36094.82816
593,841,25627.41577
141,140,34038.86766
141,143,14069.60206
140,143,32511.19831
147,150,22644.94993
147,152,17211.57973
150,152,24992.14323
152,149,31520.43971
152,151,27741.92187
149,151,29149.04252
730,392,33595.15145
730,393,10854.2296
392,393,24584.84283
926,928,30277.96947
926,925,30393.44277
928,925,28916.03577
758,753,33871.75886
758,751,26776.18783
753,751,18176.71468
925,923,32994.34455
925,927,26398.8288
923,927,18209.62336
522,518,22444.93296
522,521,30320.80573
518,521,38910.54431
844,590,45819.73351
844,845,25017.49465
590,845,27658.578
841,590,35600.67125
841,844,32821.67715
590,844,45819.73351
738,730,31769.4001
738,736,19940.48306
730,736,14920.44512
812,785,46476.05894
812,36,33136.76937
785,36,46032.44788
928,923,19871.24565
928,925,28916.03577
923,925,32994.34455
927,520,35522.84633
927,523,17266.58953
520,523,27195.65544
812,808,36713.64723
812,785,46476.05894
808,785,29784.31987
776,778,46501.06928
776,777,47381.35102
778,777,27408.82051
778,781,43563.48586
778,780,23433.97416
781,780,30253.03315
757,758,34312.96063
757,754,4685.529237
758,754,31038.47622
839,846,29992.96682
839,838,24688.83024
846,838,15517.26039
752,758,41458.19435
752,757,14747.75402
758,757,34312.96063
556,30,46444.55333
556,557,56543.55361
30,557,42691.08499
145,141,19535.30605
145,143,26585.65553
141,143,14069.60206
148,143,43889.25906
148,144,48001.19138
143,144,25020.02432
518,543,42573.41578
518,521,38910.54431
543,521,35109.08798
776,781,18307.97554
776,778,46501.06928
781,778,43563.48586
593,587,18556.17294
593,841,25627.41577
587,841,32593.99181
838,429,30131.02939
838,433,30277.2986
429,433,19441.74783
553,556,36494.73173
553,557,40514.33272
556,557,56543.55361
785,773,43849.0982
785,777,40898.8124
773,777,52938.06309
150,149,28326.1267
150,152,24992.14323
149,152,31520.43971
863,872,36149.89161
863,873,16648.72015
872,873,22227.79487
773,776,24319.97264
773,777,52938.06309
776,777,47381.35102
148,145,39729.44479
148,143,43889.25906
145,143,26585.65553
548,538,44059.36961
548,543,32315.835
538,543,31634.43896
192,520,49811.20334
192,927,32342.22426
520,927,35522.84633
30,806,45911.34815
30,812,31766.90599
806,812,25284.12235
520,193,45120.69492
520,522,25137.78769
193,522,25104.57632
587,590,29885.11681
587,841,32593.99181
590,841,35600.67125
149,146,48512.98529
149,151,29149.04252
146,151,29406.82495
192,193,24147.95991
192,520,49811.20334
193,520,45120.69492
446,438,33433.29511
446,430,10493.76109
438,430,26562.77347
923,192,26602.77922
923,927,18209.62336
192,927,32342.22426
784,726,34938.63692
784,722,19516.65375
726,722,18525.20181
193,518,25837.39616
193,522,25104.57632
518,522,22444.93296
312,306,38689.81797
312,593,25893.76964
306,593,23305.87897
518,548,37501.43325
518,543,42573.41578
548,543,32315.835
149,148,48427.27012
149,146,48512.98529
148,146,32295.30454
808,773,36364.55504
808,785,29784.31987
773,785,43849.0982
305,309,60573.44791
305,304,32671.48558
309,304,29747.11235
807,773,25761.92798
807,808,22883.20826
773,808,36364.55504
538,555,50899.01759
538,553,24480.25197
555,553,38603.79285
438,606,49356.95347
438,602,32872.2808
606,602,26613.57371
8,5,41842.59555
807,786,19283.0726
807,773,25761.92798
786,773,13831.46659
548,555,35888.37032
548,538,44059.36961
555,538,50899.01759
551,30,60618.63703
551,556,29007.28599
30,556,46444.55333
551,806,30440.75921
551,30,60618.63703
806,30,45911.34815
845,846,44833.84508
845,839,24188.89626
846,839,29992.96682
590,846,43470.17856
590,845,27658.578
846,845,44833.84508
554,548,33859.95149
554,518,27038.45735
548,518,37501.43325
306,587,25416.618
306,593,23305.87897
587,593,18556.17294
548,541,31204.17701
548,555,35888.37032
541,555,13724.04278
730,391,46676.84102
730,392,33595.15145
391,392,16680.33313
555,549,20477.05694
555,553,38603.79285
549,553,41537.23969
590,594,43345.01941
590,846,43470.17856
594,846,19254.89148
592,594,27182.97848
592,590,27472.25162
594,590,43345.01941
549,556,35746.07105
549,553,41537.23969
556,553,36494.73173
391,389,28236.17181
391,387,15974.37124
389,387,13043.74334
310,306,26259.76319
310,312,53389.12772
306,312,38689.81797
309,310,59757.7718
309,312,25699.77936
310,312,53389.12772
806,808,41756.76927
806,812,25284.12235
808,812,36713.64723
190,193,30778.67272
190,192,21228.8682
193,192,24147.95991
810,807,25467.64782
810,808,36807.09224
807,808,22883.20826
544,541,19207.52006
544,548,28477.18046
541,548,31204.17701
806,810,42327.86343
806,808,41756.76927
810,808,36807.09224
863,748,47920.40017
863,872,36149.89161
748,872,14047.90001
190,191,19998.07502
190,193,30778.67272
191,193,31744.53933
554,544,30360.79521
554,548,33859.95149
544,548,28477.18046
859,871,31875.2605
859,861,14574.52124
871,861,18335.31478
193,554,36789.93092
193,518,25837.39616
554,518,27038.45735
541,552,17485.58971
541,555,13724.04278
552,555,21739.82094
780,772,40787.89309
780,783,25648.94485
772,783,20239.79447
591,590,47662.3458
591,587,36786.59318
590,587,29885.11681
591,592,31843.93763
591,590,47662.3458
592,590,27472.25162
554,545,27092.06887
554,544,30360.79521
545,544,16720.37938
805,806,39679.78013
805,551,24251.85031
806,551,30440.75921
726,738,40946.90427
726,728,24593.11651
738,728,19012.24023
786,776,33344.00453
786,773,13831.46659
776,773,24319.97264
311,587,40395.83739
311,306,26714.20128
587,306,25416.618
549,540,30290.00041
549,556,35746.07105
540,556,45753.58205
552,549,26672.77532
552,555,21739.82094
549,555,20477.05694
191,554,38208.29549
191,193,31744.53933
554,193,36789.93092
809,810,25823.72764
809,806,46120.14207
810,806,42327.86343
310,311,28180.83651
310,306,26259.76319
311,306,26714.20128
540,551,35323.25619
540,556,45753.58205
551,556,29007.28599
547,545,19250.83715
547,554,22549.50481
545,554,27092.06887
540,813,15878.83389
540,551,35323.25619
813,551,26875.48843
592,588,34050.95183
592,594,27182.97848
588,594,27458.67685
546,540,16546.07553
546,549,24854.69289
540,549,30290.00041
805,809,24048.3554
805,806,39679.78013
809,806,46120.14207
311,591,30495.12995
311,587,40395.83739
591,587,36786.59318
871,748,64112.70125
871,863,22528.93787
748,863,47920.40017
310,308,27667.20287
310,311,28180.83651
308,311,15649.88545
191,547,33384.38947
191,554,38208.29549
547,554,22549.50481
809,811,13255.97549
809,810,25823.72764
811,810,24006.02296
813,805,24500.02384
813,551,26875.48843
805,551,24251.85031
923,190,43505.72463
923,192,26602.77922
190,192,21228.8682
539,549,33419.41677
539,552,14075.4155
549,552,26672.77532
539,546,21341.49327
539,549,33419.41677
546,549,24854.69289
550,541,33869.02752
550,544,28003.98818
541,544,19207.52006
545,550,23942.64038
545,544,16720.37938
550,544,28003.98818
542,540,17940.20149
542,546,9426.105515
540,546,16546.07553
550,552,27710.31936
550,541,33869.02752
552,541,17485.58971
311,589,33084.22147
311,591,30495.12995
589,591,25487.08819
781,772,63263.41076
781,780,30253.03315
772,780,40787.89309
753,150,36415.27151
753,147,14319.71671
150,147,22644.94993
758,150,63576.63116
758,753,33871.75886
150,753,36415.27151
550,539,26871.64378
550,552,27710.31936
539,552,14075.4155
539,542,23828.21775
539,546,21341.49327
542,546,9426.105515
308,589,35410.89153
308,311,15649.88545
589,311,33084.22147
846,429,43529.9618
846,838,15517.26039
429,838,30131.02939
594,429,59027.45205
594,846,19254.89148
429,846,43529.9618
764,264,46639.36579
764,766,21686.94657
264,766,26946.80827
591,588,49196.58512
591,592,31843.93763
588,592,34050.95183
810,786,41050.56789
810,807,25467.64782
786,807,19283.0726
811,786,58665.5634
811,810,24006.02296
786,810,41050.56789
928,190,59144.5781
928,923,19871.24565
190,923,43505.72463
589,588,58941.89995
589,591,25487.08819
588,591,49196.58512
588,594,27458.67685
429,594,59027.45205
542,813,31447.33337
542,540,17940.20149
813,540,15878.83389
547,550,40028.25787
547,545,19250.83715
550,545,23942.64038
786,781,49629.26741
786,776,33344.00453
781,776,18307.97554
784,738,72667.80374
784,726,34938.63692
738,726,40946.90427
730,389,72613.48487
730,391,46676.84102
389,391,28236.17181
764,924,67027.98313
764,264,46639.36579
924,264,22018.5389
434,462,29315.27546
434,451,18298.84209
462,451,11178.62221
149,148,48427.27012
145,148,39729.44479
813,809,47287.27088
813,805,24500.02384
809,805,24048.3554
434,429,26637.18086
924,928,48248.15791
924,926,18218.57485
928,926,30277.96947
140,530,62201.66661
140,531,33856.02391
530,531,28735.43226
389,388,24257.07102
389,394,14499.48387
388,394,9794.255711
462,434,29315.27546
813,811,59581.77267
813,809,47287.27088
811,809,13255.97549
859,871,31875.2605
748,871,64112.70125
550,542,49952.7875
550,539,26871.64378
542,539,23828.21775
764,924,67027.98313
928,924,48248.15791
781,772,63263.41076
784,772,24316.3583
752,748,5295.995106
738,730,31769.4001
389,730,72613.48487
542,813,31447.33337
811,813,59581.77267
388,389,24257.07102
758,752,41458.19435
8,305,67246.236
309,305,60573.44791
811,786,58665.5634
781,786,49629.26741
412,413,30063.61762
765,764,23535.80802
310,309,59757.7718
462,438,49143.3313
462,446,15816.5236
438,446,33433.29511
438,462,49143.3313
438,765,71973.78084
438,606,49356.95347
765,606,22904.24968
141,140,34038.86766
530,140,62201.66661
150,758,63576.63116
865,388,8566.479328
190,928,59144.5781
438,765,71973.78084
191,550,73192.75698
191,547,33384.38947
550,547,40028.25787
150,149,28326.1267
859,865,15943.48572
784,738,72667.80374
191,190,19998.07502
550,191,73192.75698
589,588,58941.89995
145,141,19535.30605
542,550,49952.7875
