poi1,poi2,cost
621,90,56586.90468
621,718,48024.76527
90,718,20564.16613
283,279,34304.76735
283,271,29740.91019
279,271,20526.72442
479,489,10004.12902
479,490,18692.99693
489,490,25008.43624
653,650,28239.15259
653,52,23639.59787
650,52,33378.1026
472,467,30746.84764
472,492,22971.732
467,492,31347.88337
489,480,14626.6545
489,487,26085.46117
480,487,18896.93091
627,628,30947.7739
627,618,31536.86921
628,618,46639.37541
91,90,42922.01226
91,621,45838.12935
90,621,56586.90468
489,471,5901.371045
489,480,14626.6545
471,480,10997.04869
295,299,38501.3361
295,302,26121.02711
299,302,42545.93951
283,890,34440.02914
283,279,34304.76735
890,279,25800.59993
467,485,29765.23623
467,474,27124.19297
485,474,16768.1214
59,648,42622.8675
59,651,32250.7105
648,651,20954.31555
89,717,17761.1459
89,90,15558.95284
717,90,16735.70835
274,74,34761.52846
274,72,23536.27333
74,72,37160.66956
496,498,50736.68425
496,500,42787.47498
498,500,46584.26119
628,633,20859.66609
628,634,49647.31736
633,634,43112.42232
471,486,6231.170364
471,480,10997.04869
486,480,7739.285245
494,479,24366.6303
494,490,27009.41101
479,490,18692.99693
295,297,34952.8664
295,299,38501.3361
297,299,20429.1665
614,88,48677.14503
614,630,47464.90531
88,630,56038.43759
650,648,30894.36705
650,59,34982.52116
648,59,42622.8675
484,472,23655.23908
484,493,30057.75947
472,493,28123.24736
899,893,51291.54297
899,895,29283.48149
893,895,32540.02618
323,291,25289.10796
323,646,21424.92058
291,646,26341.53209
499,645,60527.14909
499,502,43362.71618
645,502,48465.22974
665,283,28850.66975
665,282,18157.57011
283,282,17916.82665
890,887,22527.15677
890,279,25800.59993
887,279,16444.54854
486,476,12441.65771
486,480,7739.285245
476,480,10394.85893
562,47,59763.20921
562,42,57371.35265
47,42,32569.53807
573,572,46126.58892
573,716,53463.03067
572,716,38541.35671
720,573,43016.44732
720,716,35724.21738
573,716,53463.03067
648,646,27322.28844
648,651,20954.31555
646,651,20839.32677
320,296,39674.79157
320,292,44772.62152
296,292,29358.38071
425,427,43135.11964
425,421,35082.02921
427,421,25572.88103
717,711,29800.99201
717,720,33526.27797
711,720,32026.10032
222,899,44552.73799
222,895,38799.54134
899,895,29283.48149
476,484,22169.62021
476,493,20945.09831
484,493,30057.75947
665,886,33408.33234
665,283,28850.66975
886,283,34721.59691
427,613,35654.99924
427,418,37546.11815
613,418,35074.40054
197,224,41971.91631
197,800,34436.1527
224,800,40732.70771
426,65,44496.22955
426,425,19098.57266
65,425,38484.84989
291,320,32958.93746
291,292,26091.33665
320,292,44772.62152
224,223,33233.72094
224,800,40732.70771
223,800,36783.36976
299,301,29346.85231
299,298,23564.00303
301,298,26436.56421
899,896,28253.32076
899,893,51291.54297
896,893,60889.06706
296,294,43616.12412
296,295,37344.72041
294,295,20272.95777
633,614,42195.998
633,634,43112.42232
614,634,43553.5846
886,890,26365.88934
886,283,34721.59691
890,283,34440.02914
613,637,24838.46075
613,620,31915.79859
637,620,43242.93466
469,471,13305.46245
469,489,13793.92951
471,489,5901.371045
294,297,29761.16889
294,295,20272.95777
297,295,34952.8664
303,199,51487.21176
303,197,47471.36512
199,197,26108.55962
690,158,46710.96177
889,274,33711.49376
889,887,22276.8118
274,887,25229.56785
643,648,29770.34692
643,650,12485.24685
648,650,30894.36705
562,571,31159.17537
562,47,59763.20921
571,47,63221.23008
637,627,38367.14649
637,620,43242.93466
627,620,27909.96456
486,475,16448.96557
486,476,12441.65771
475,476,15810.51782
571,49,40129.22952
571,47,63221.23008
49,47,35588.4245
669,467,37291.03524
669,472,28867.93976
467,472,30746.84764
471,483,14263.37541
471,486,6231.170364
483,486,12961.28363
314,294,28740.83786
314,296,42332.02356
294,296,43616.12412
479,469,19457.84354
479,489,10004.12902
469,489,13793.92951
499,640,53928.56712
499,645,60527.14909
640,645,42238.42827
300,199,31065.89897
300,303,45490.77775
199,303,51487.21176
199,224,34256.08813
199,197,26108.55962
224,197,41971.91631
483,475,12129.06847
483,486,12961.28363
475,486,16448.96557
91,89,43186.65079
91,90,42922.01226
89,90,15558.95284
669,654,12984.40883
669,467,37291.03524
654,467,35987.25855
297,301,26480.54122
297,299,20429.1665
301,299,29346.85231
469,483,12276.84834
469,471,13305.46245
483,471,14263.37541
898,902,65189.88842
898,894,49171.40695
902,894,61759.38033
496,499,48364.50752
496,498,50736.68425
499,498,41542.10185
475,484,21548.99841
475,476,15810.51782
484,476,22169.62021
70,65,48345.19627
70,426,21760.6154
65,426,44496.22955
320,314,28137.36932
320,296,39674.79157
314,296,42332.02356
662,665,37424.88685
662,656,27572.33663
665,656,23503.69533
467,664,42319.05094
467,485,29765.23623
664,485,39288.53128
711,573,35635.36187
711,720,32026.10032
573,720,43016.44732
89,708,26636.25966
89,717,17761.1459
708,717,29835.69347
482,494,31606.50489
482,468,32585.80568
494,468,22625.89773
76,70,36647.32689
76,74,22046.45599
70,74,16575.36678
49,569,42570.40493
49,500,39677.39963
569,500,55251.18301
896,898,67420.44933
896,893,60889.06706
898,893,50705.30468
425,63,53472.39424
425,427,43135.11964
63,427,28030.58339
643,316,23728.87297
643,648,29770.34692
316,648,28033.34942
484,669,27053.03553
484,472,23655.23908
669,472,28867.93976
799,225,60197.74836
799,222,35345.68318
225,222,42928.92076
708,711,26917.23845
708,717,29835.69347
711,717,29800.99201
569,496,36308.3723
569,500,55251.18301
496,500,42787.47498
76,65,38221.90561
76,70,36647.32689
65,70,48345.19627
652,650,37607.48714
652,653,41329.42434
650,653,28239.15259
640,652,35045.94047
640,653,28362.96472
652,653,41329.42434
73,74,41341.71303
73,274,44188.269
74,274,34761.52846
223,225,49508.49859
223,799,30442.69367
225,799,60197.74836
65,63,35768.05123
65,425,38484.84989
63,425,53472.39424
73,76,25732.90549
73,74,41341.71303
76,74,22046.45599
652,643,30834.67988
652,650,37607.48714
643,650,12485.24685
644,640,45277.11533
644,499,37504.724
640,499,53928.56712
654,664,26681.32143
654,467,35987.25855
664,467,42319.05094
298,300,46094.35146
298,303,22710.31862
300,303,45490.77775
664,656,38847.60233
664,485,39288.53128
656,485,24392.73741
315,297,32992.31276
315,294,19829.3076
297,294,29761.16889
662,886,33197.68762
662,665,37424.88685
886,665,33408.33234
648,323,35355.77856
648,646,27322.28844
323,646,21424.92058
224,221,33786.65663
224,223,33233.72094
221,223,34837.13347
91,92,46261.43345
91,89,43186.65079
92,89,34610.33251
889,73,31359.31608
889,274,33711.49376
73,274,44188.269
314,315,27515.2029
314,294,28740.83786
315,294,19829.3076
469,488,17747.03026
469,483,12276.84834
488,483,16187.64103
711,709,30031.39321
711,573,35635.36187
709,573,29984.66499
225,899,51315.67655
225,222,42928.92076
899,222,44552.73799
708,715,22678.20776
708,711,26917.23845
715,711,22226.52871
890,889,32508.65822
890,887,22527.15677
889,887,22276.8118
78,637,28199.61322
78,613,30712.2679
637,613,24838.46075
427,78,46420.99782
427,613,35654.99924
78,613,30712.2679
888,889,31489.86922
888,890,31312.91046
889,890,32508.65822
301,300,43871.42746
301,298,26436.56421
300,298,46094.35146
703,221,22799.83691
703,224,30759.67555
221,224,33786.65663
573,562,51758.50682
573,572,46126.58892
562,572,31627.38352
715,709,21255.09315
715,711,22226.52871
709,711,30031.39321
900,898,75518.86476
900,896,34258.83055
898,896,67420.44933
479,478,40460.35095
479,469,19457.84354
478,469,26698.60517
564,562,48165.54342
564,573,40127.99258
562,573,51758.50682
65,64,33918.12061
65,63,35768.05123
64,63,23800.75466
87,92,27258.14764
87,91,43126.48388
92,91,46261.43345
494,478,46919.08673
494,479,24366.6303
478,479,40460.35095
221,225,44215.2439
221,223,34837.13347
225,223,49508.49859
314,322,30427.0947
314,315,27515.2029
322,315,17965.58612
570,571,34716.81656
570,562,39785.01172
571,562,31159.17537
321,291,49024.73838
321,323,30347.85505
291,323,25289.10796
663,484,33918.56878
663,475,28691.58191
484,475,21548.99841
321,320,42694.68106
321,291,49024.73838
320,291,32958.93746
559,564,18062.74136
559,573,31913.63512
564,573,40127.99258
564,570,22333.573
564,562,48165.54342
570,562,39785.01172
658,664,27088.7343
658,654,20883.13845
664,654,26681.32143
63,78,40683.48349
63,427,28030.58339
78,427,46420.99782
898,891,79353.02946
898,902,65189.88842
891,902,37205.27984
482,478,34997.59529
482,494,31606.50489
478,494,46919.08673
886,888,38338.1334
886,890,26365.88934
888,890,31312.91046
478,488,21796.54221
478,469,26698.60517
488,469,17747.03026
709,559,25297.44066
709,573,29984.66499
559,573,31913.63512
92,708,34739.83963
92,89,34610.33251
708,89,26636.25966
885,73,27738.50564
885,889,29514.48913
73,889,31359.31608
661,656,50071.58786
661,664,26011.21682
656,664,38847.60233
297,212,41841.9858
297,301,26480.54122
212,301,26348.28919
88,87,63744.87465
88,91,41779.62668
87,91,43126.48388
566,570,18777.2102
566,564,7953.274693
570,564,22333.573
488,475,24220.94685
488,483,16187.64103
475,483,12129.06847
661,662,36269.77942
661,656,50071.58786
662,656,27572.33663
667,886,39586.34484
667,662,30448.93901
886,662,33197.68762
633,617,55188.21459
633,614,42195.998
617,614,47195.39115
63,68,36580.30652
63,78,40683.48349
68,78,26382.6607
627,639,64091.99643
627,628,30947.7739
639,628,50306.43546
647,652,34804.05386
647,640,51050.89699
652,640,35045.94047
319,322,23936.77008
319,314,30253.23586
322,314,30427.0947
484,666,43327.80327
484,669,27053.03553
666,669,35210.53059
77,65,46226.33594
77,76,34750.07752
65,76,38221.90561
637,639,48242.74674
637,627,38367.14649
639,627,64091.99643
663,666,22655.02825
663,484,33918.56878
666,484,43327.80327
318,648,49860.03116
318,316,26622.92338
648,316,28033.34942
73,77,33646.63802
73,76,25732.90549
77,76,34750.07752
496,828,57224.69671
496,499,48364.50752
828,499,64446.07381
221,220,37270.2442
221,225,44215.2439
220,225,39948.93103
712,715,28760.78895
712,708,26099.83915
715,708,22678.20776
617,88,71415.32019
617,614,47195.39115
88,614,48677.14503
320,319,44365.67178
320,314,28137.36932
319,314,30253.23586
318,323,54285.43266
318,648,49860.03116
323,648,35355.77856
77,75,26000.37379
77,65,46226.33594
75,65,38902.54944
75,64,28872.41673
75,65,38902.54944
64,65,33918.12061
828,644,43998.85595
828,499,64446.07381
644,499,37504.724
92,712,35339.14569
92,708,34739.83963
712,708,26099.83915
704,221,30940.01956
704,703,20264.30813
221,703,22799.83691
488,663,31413.435
488,475,24220.94685
663,475,28691.58191
644,647,46078.86962
644,640,45277.11533
647,640,51050.89699
478,470,23346.14623
478,488,21796.54221
470,488,20665.2956
212,300,49366.31126
212,301,26348.28919
300,301,43871.42746
900,891,57427.51765
900,898,75518.86476
891,898,79353.02946
669,658,29969.72501
669,654,12984.40883
658,654,20883.13845
570,561,30648.54974
570,571,34716.81656
561,571,40048.73705
888,885,34864.65289
888,889,31489.86922
885,889,29514.48913
706,224,56585.11499
706,199,56681.61499
224,199,34256.08813
225,219,53445.23112
225,899,51315.67655
219,899,64092.80832
706,703,37281.71578
706,224,56585.11499
703,224,30759.67555
510,77,25750.95464
510,73,29234.71128
77,73,33646.63802
87,93,30253.90983
87,92,27258.14764
93,92,29625.68305
318,321,44229.34698
318,323,54285.43266
321,323,30347.85505
219,896,57042.29393
219,899,64092.80832
896,899,28253.32076
666,658,32568.65106
666,669,35210.53059
658,669,29969.72501
571,569,55725.58127
571,49,40129.22952
569,49,42570.40493
649,647,26637.69156
649,644,37432.74862
647,644,46078.86962
885,510,27477.64997
885,73,27738.50564
510,73,29234.71128
642,643,54344.80098
642,652,35685.31425
643,652,30834.67988
642,316,48408.72271
642,643,54344.80098
316,643,23728.87297
639,633,57420.66484
639,628,50306.43546
633,628,20859.66609
564,565,25633.94745
564,566,7953.274693
565,566,20662.44641
658,661,33614.95838
658,664,27088.7343
661,664,26011.21682
300,706,56281.55334
300,199,31065.89897
706,199,56681.61499
64,68,37107.66687
64,63,23800.75466
68,63,36580.30652
884,320,57715.12992
884,321,32077.41279
320,321,42694.68106
559,565,30148.70515
559,564,18062.74136
565,564,25633.94745
647,642,32455.43951
647,652,34804.05386
642,652,35685.31425
667,888,45769.83104
667,886,39586.34484
888,886,38338.1334
515,888,40740.69041
515,667,27207.75211
888,667,45769.83104
657,667,26559.77939
657,662,44988.53887
667,662,30448.93901
470,663,34468.42138
470,488,20665.2956
663,488,31413.435
715,710,39848.3548
715,709,21255.09315
710,709,36255.14853
515,508,7576.128031
515,888,40740.69041
508,888,37721.47687
75,62,27591.77884
75,64,28872.41673
62,64,28168.61991
661,657,35814.45142
661,662,36269.77942
657,662,44988.53887
315,212,53641.14257
315,297,32992.31276
212,297,41841.9858
642,641,23260.79617
642,316,48408.72271
641,316,50393.81585
88,87,63744.87465
107,87,44525.64438
704,220,36719.98095
704,221,30940.01956
220,221,37270.2442
641,318,34722.40635
641,316,50393.81585
318,316,26622.92338
666,655,30396.07609
666,658,32568.65106
655,658,31309.54796
212,216,50388.71958
212,300,49366.31126
216,300,52622.38395
658,659,38414.07049
658,661,33614.95838
659,661,23389.84172
641,313,19836.5182
641,318,34722.40635
313,318,21541.32919
512,885,38103.73322
512,888,35051.1004
885,888,34864.65289
112,93,24287.92593
112,87,38497.37075
93,87,30253.90983
884,319,48097.92694
884,320,57715.12992
319,320,44365.67178
508,512,21737.23148
508,888,37721.47687
512,888,35051.1004
713,715,46607.06739
713,712,33841.94126
715,712,28760.78895
884,879,36193.47749
884,319,48097.92694
879,319,26056.82737
901,891,49416.98187
901,900,48662.56496
891,900,57427.51765
571,567,68556.44805
571,569,55725.58127
567,569,39416.48327
107,112,25262.75462
107,87,44525.64438
112,87,38497.37075
713,710,22286.13146
713,715,46607.06739
710,715,39848.3548
560,571,65817.93516
560,561,33991.06517
571,561,40048.73705
560,567,32833.41855
560,571,65817.93516
567,571,68556.44805
617,107,65932.46716
617,88,71415.32019
93,712,41264.44724
93,92,29625.68305
712,92,35339.14569
67,64,40436.63364
67,62,17320.40715
64,62,28168.61991
216,706,45305.31204
216,300,52622.38395
706,300,56281.55334
710,559,42807.98725
710,709,36255.14853
559,709,25297.44066
315,215,65216.60117
315,212,53641.14257
215,212,34842.0507
637,609,64400.54573
637,639,48242.74674
609,639,32886.29052
67,68,39435.88946
67,64,40436.63364
68,64,37107.66687
319,317,39692.68356
319,322,23936.77008
317,322,37922.56224
322,215,58294.87311
322,315,17965.58612
215,315,65216.60117
706,704,39065.18839
706,703,37281.71578
704,703,20264.30813
71,78,49389.17907
71,68,31417.45829
78,68,26382.6607
77,61,38165.14554
77,75,26000.37379
61,75,28898.26684
313,877,23770.22962
313,318,21541.32919
877,318,37015.65139
219,900,59019.28149
219,896,57042.29393
900,896,34258.83055
220,219,53404.48224
220,225,39948.93103
219,225,53445.23112
631,107,40894.99688
631,617,42921.80581
107,617,65932.46716
828,649,48052.2139
828,644,43998.85595
649,644,37432.74862
877,321,54256.75382
877,318,37015.65139
321,318,44229.34698
478,477,44617.60714
478,470,23346.14623
477,470,31838.5855
704,702,39171.37894
704,220,36719.98095
702,220,34739.94769
659,657,33668.6453
659,661,23389.84172
657,661,35814.45142
481,666,39786.06725
481,663,40169.54225
666,663,22655.02825
655,659,35850.18573
655,658,31309.54796
659,658,38414.07049
569,828,66996.84203
569,496,36308.3723
828,496,57224.69671
317,215,44323.91615
317,322,37922.56224
215,322,58294.87311
470,481,41361.15148
470,663,34468.42138
481,663,40169.54225
563,566,39781.01618
563,565,22471.97135
566,565,20662.44641
506,77,38519.75917
506,510,21101.38128
77,510,25750.95464
61,62,30767.39952
61,75,28898.26684
62,75,27591.77884
879,317,35389.8549
879,319,26056.82737
317,319,39692.68356
567,828,64210.73429
567,569,39416.48327
828,569,66996.84203
563,570,49354.7432
563,566,39781.01618
570,566,18777.2102
78,609,65040.76907
78,637,28199.61322
609,637,64400.54573
601,713,21187.3771
601,712,43056.46785
713,712,33841.94126
901,892,29116.21444
901,891,49416.98187
892,891,52922.91293
885,506,41372.80146
885,510,27477.64997
506,510,21101.38128
215,216,48099.30579
215,212,34842.0507
216,212,50388.71958
568,560,28005.32558
568,561,32253.3716
560,561,33991.06517
877,884,46602.41677
877,321,54256.75382
884,321,32077.41279
563,561,47727.06973
563,570,49354.7432
561,570,30648.54974
877,878,32840.92731
877,884,46602.41677
878,884,29944.01987
505,885,50869.45601
505,512,30382.87671
885,512,38103.73322
219,897,56382.33717
219,900,59019.28149
897,900,57676.89824
884,880,39357.7757
884,879,36193.47749
880,879,26231.45268
470,473,43798.07133
470,481,41361.15148
473,481,20537.42753
600,712,53464.09895
600,93,35184.79446
712,93,41264.44724
558,568,18312.92467
558,561,43641.3576
568,561,32253.3716
897,901,39617.19219
897,900,57676.89824
901,900,48662.56496
563,558,24929.99396
563,561,47727.06973
558,561,43641.3576
885,507,51967.95299
885,506,41372.80146
507,506,27241.86175
657,515,36895.5035
657,667,26559.77939
515,667,27207.75211
71,609,51183.38137
71,78,49389.17907
609,78,65040.76907
67,71,37550.55102
67,68,39435.88946
71,68,31417.45829
710,565,47478.91798
710,559,42807.98725
565,559,30148.70515
505,507,17467.59119
505,885,50869.45601
507,885,51967.95299
600,601,29849.68767
600,712,53464.09895
601,712,43056.46785
477,473,27845.34221
477,470,31838.5855
473,470,43798.07133
62,357,33455.3295
62,67,17320.40715
357,67,25156.31085
831,649,49176.15867
831,828,53131.53916
649,828,48052.2139
657,516,39468.35681
657,515,36895.5035
516,515,33975.6831
666,660,47825.66523
666,655,30396.07609
660,655,26613.97441
879,881,36471.10619
879,317,35389.8549
881,317,32464.0437
506,61,42446.23482
506,77,38519.75917
61,77,38165.14554
328,313,35523.55164
328,641,32853.29344
313,641,19836.5182
112,600,35807.52559
112,93,24287.92593
600,93,35184.79446
513,512,34673.8457
513,508,30018.25853
512,508,21737.23148
705,219,58002.75191
705,220,52252.21765
219,220,53404.48224
515,513,32597.83795
515,508,7576.128031
513,508,30018.25853
702,705,33826.71284
702,220,34739.94769
705,220,52252.21765
668,666,52076.81275
668,481,28032.26604
666,481,39786.06725
639,617,77656.26356
639,633,57420.66484
617,633,55188.21459
668,660,19160.74045
668,666,52076.81275
660,666,47825.66523
216,707,48863.01299
216,706,45305.31204
707,706,42063.59328
710,915,48402.22202
710,565,47478.91798
915,565,42031.56938
915,563,30941.7084
915,565,42031.56938
563,565,22471.97135
516,513,22377.48633
516,515,33975.6831
513,515,32597.83795
881,217,20456.67101
881,317,32464.0437
217,317,26672.39062
61,357,35793.00851
61,62,30767.39952
357,62,33455.3295
823,828,65464.71233
823,567,54705.99935
828,567,64210.73429
880,881,28628.26147
880,879,26231.45268
881,879,36471.10619
214,215,44972.83904
214,317,41095.65947
215,317,44323.91615
568,829,26780.01447
568,560,28005.32558
829,560,32344.45795
714,710,42000.15185
714,713,34118.14472
710,713,22286.13146
84,897,41933.63544
84,219,45992.09746
897,219,56382.33717
217,214,21112.98261
217,317,26672.39062
214,317,41095.65947
921,915,21751.57811
921,710,41492.86115
915,710,48402.22202
328,877,35593.23898
328,313,35523.55164
877,313,23770.22962
878,880,36847.21047
878,884,29944.01987
880,884,39357.7757
655,187,45068.78518
655,659,35850.18573
187,659,33182.46941
909,558,23904.81851
909,563,23331.49405
558,563,24929.99396
107,599,43236.81211
107,112,25262.75462
599,112,34851.4366
705,84,39054.70397
705,219,58002.75191
84,219,45992.09746
714,921,20014.52726
714,710,42000.15185
921,710,41492.86115
214,211,24012.35448
214,215,44972.83904
211,215,37572.43659
639,115,79758.12721
639,617,77656.26356
511,512,43530.4179
511,513,19634.76437
512,513,34673.8457
215,213,55522.08919
215,216,48099.30579
213,216,43414.55038
353,71,41696.06868
353,67,37410.4589
71,67,37550.55102
482,477,70243.30956
482,478,34997.59529
477,478,44617.60714
631,578,46495.11994
631,107,40894.99688
578,107,41946.05399
915,909,25270.01171
915,563,30941.7084
909,563,23331.49405
511,505,29892.51974
511,512,43530.4179
505,512,30382.87671
187,657,48607.93157
187,659,33182.46941
657,659,33668.6453
704,341,62841.44285
704,702,39171.37894
341,702,34590.02473
599,600,36985.36269
599,112,34851.4366
600,112,35807.52559
601,714,33146.12054
601,713,21187.3771
714,713,34118.14472
115,631,58632.79135
631,617,42921.80581
337,706,64063.6826
337,707,30014.7682
706,707,42063.59328
337,704,69077.94508
337,706,64063.6826
704,706,39065.18839
211,213,35968.81457
211,215,37572.43659
213,215,55522.08919
578,599,29621.22713
578,107,41946.05399
599,107,43236.81211
647,825,71327.46225
647,642,32455.43951
825,642,64444.30101
357,353,29206.92031
357,67,25156.31085
353,67,37410.4589
180,477,35189.1699
180,172,15103.60568
477,172,26636.66035
61,363,42926.33527
61,357,35793.00851
363,357,24393.10868
600,598,34691.136
600,601,29849.68767
598,601,27307.37309
337,341,31074.1405
337,704,69077.94508
341,704,62841.44285
660,187,42134.82274
660,655,26613.97441
187,655,45068.78518
631,582,48601.21173
631,578,46495.11994
582,578,14941.43549
882,880,39536.09165
882,878,26693.69398
880,878,36847.21047
180,473,33872.36355
180,477,35189.1699
473,477,27845.34221
482,477,70243.30956
172,477,26636.66035
364,609,55470.9131
364,71,47063.25074
609,71,51183.38137
824,567,63644.9848
824,560,50400.72747
567,560,32833.41855
909,910,24483.44781
909,558,23904.81851
910,558,25494.91624
825,641,60965.66118
825,642,64444.30101
641,642,23260.79617
649,825,71043.05002
649,647,26637.69156
825,647,71327.46225
692,690,40370.40411
507,514,36450.51578
507,506,27241.86175
514,506,46650.1812
829,824,32044.84672
829,560,32344.45795
824,560,50400.72747
213,707,49332.80329
213,216,43414.55038
707,216,48863.01299
881,883,30494.98413
881,217,20456.67101
883,217,27632.32967
902,894,61759.38033
824,823,41306.66669
824,567,63644.9848
823,567,54705.99935
823,831,56792.65448
823,828,65464.71233
831,828,53131.53916
835,831,43233.74864
835,823,32393.24067
831,823,56792.65448
188,660,32552.52079
188,668,23910.13691
660,668,19160.74045
176,473,35781.43385
176,180,13657.78496
473,180,33872.36355
598,714,34193.58261
598,601,27307.37309
714,601,33146.12054
597,600,41578.03604
597,599,28764.32331
600,599,36985.36269
514,61,57946.12881
514,506,46650.1812
61,506,42446.23482
825,328,50232.13307
825,641,60965.66118
328,641,32853.29344
364,356,30081.56418
364,609,55470.9131
356,609,48822.06885
609,115,71919.3146
609,639,32886.29052
115,639,79758.12721
910,568,37890.99331
910,558,25494.91624
568,558,18312.92467
897,79,50303.89803
897,901,39617.19219
79,901,58403.1691
473,668,36299.53059
473,481,20537.42753
668,481,28032.26604
910,829,36743.54587
910,568,37890.99331
829,568,26780.01447
883,214,31318.00373
883,217,27632.32967
214,217,21112.98261
82,897,51228.17934
82,84,38835.68141
897,84,41933.63544
705,86,41865.10551
705,84,39054.70397
86,84,40334.55394
108,582,26122.36536
108,631,57547.08473
582,631,48601.21173
660,175,46780.56211
660,187,42134.82274
175,187,22723.84839
218,213,37760.64958
218,211,23363.42952
213,211,35968.81457
177,516,44819.29286
177,657,67301.62098
516,657,39468.35681
79,892,55231.72891
79,901,58403.1691
892,901,29116.21444
915,918,36733.40253
915,909,25270.01171
918,909,29710.15469
473,171,44704.65273
473,668,36299.53059
171,668,35852.82839
122,115,44710.7393
122,609,63077.66664
115,609,71919.3146
187,177,47598.44791
187,657,48607.93157
177,657,67301.62098
356,122,28230.35159
356,609,48822.06885
122,609,63077.66664
353,364,42822.40953
353,71,41696.06868
364,71,47063.25074
341,705,46130.42615
341,702,34590.02473
705,702,33826.71284
171,188,21655.67483
171,668,35852.82839
188,668,23910.13691
214,218,34970.67373
214,211,24012.35448
218,211,23363.42952
831,825,65637.61876
831,649,49176.15867
825,649,71043.05002
914,921,35934.87159
914,714,29198.59352
921,714,20014.52726
579,578,26752.49958
579,582,15079.67303
578,582,14941.43549
877,882,51087.88151
877,878,32840.92731
882,878,26693.69398
115,108,50703.32056
115,631,58632.79135
108,631,57547.08473
517,505,47805.56971
517,511,29424.91045
505,511,29892.51974
2,172,50768.53653
85,79,26166.14115
85,897,56447.67715
79,897,50303.89803
918,910,31502.36282
918,909,29710.15469
910,909,24483.44781
578,583,39218.40074
578,599,29621.22713
583,599,37459.67904
514,363,50819.25209
514,61,57946.12881
363,61,42926.33527
357,358,43854.9961
357,353,29206.92031
358,353,25779.26455
175,177,38615.52003
175,187,22723.84839
177,187,47598.44791
597,598,42455.62921
597,600,41578.03604
598,600,34691.136
877,327,67880.96462
877,882,51087.88151
327,882,39578.21966
182,473,49227.72709
182,176,23037.26665
473,176,35781.43385
182,171,21290.87271
182,473,49227.72709
171,473,44704.65273
82,85,30327.05925
82,897,51228.17934
85,897,56447.67715
108,579,23987.33246
108,582,26122.36536
579,582,15079.67303
825,324,48034.53422
825,328,50232.13307
324,328,36436.83362
598,914,39629.74945
598,714,34193.58261
914,714,29198.59352
583,597,28793.12668
583,599,37459.67904
597,599,28764.32331
86,82,35061.77516
86,84,40334.55394
82,84,38835.68141
349,337,41292.04609
349,707,51169.74995
337,707,30014.7682
186,660,53003.76438
186,188,30435.0904
660,188,32552.52079
79,80,41941.8987
79,892,55231.72891
80,892,55712.47974
113,108,29959.27026
113,115,42694.6881
108,115,50703.32056
328,327,61023.86804
328,877,35593.23898
327,877,67880.96462
363,358,41008.77977
363,357,24393.10868
358,357,43854.9961
186,175,40259.74809
186,660,53003.76438
175,660,46780.56211
251,511,42735.11605
251,513,52609.52204
511,513,19634.76437
218,334,35327.1331
218,213,37760.64958
334,213,43586.01126
516,251,54121.2581
516,513,22377.48633
251,513,52609.52204
213,349,57604.10063
213,707,49332.80329
349,707,51169.74995
579,583,31411.22568
579,578,26752.49958
583,578,39218.40074
326,883,36539.11006
326,881,55398.80427
883,881,30494.98413
584,583,18330.05928
584,579,23574.87464
583,579,31411.22568
597,595,40161.40056
597,598,42455.62921
595,598,27262.46012
180,178,33791.68508
180,176,13657.78496
178,176,25646.61627
517,507,53545.62461
517,505,47805.56971
507,505,17467.59119
324,327,43998.89323
324,328,36436.83362
327,328,61023.86804
880,326,65768.44707
880,881,28628.26147
326,881,55398.80427
596,595,29965.68813
596,597,23909.55569
595,597,40161.40056
595,914,36719.24778
595,598,27262.46012
914,598,39629.74945
342,705,63619.31541
342,341,39409.9371
705,341,46130.42615
251,517,31844.28556
251,511,42735.11605
517,511,29424.91045
883,332,41317.52748
883,214,31318.00373
332,214,51631.49184
586,584,11753.23278
586,579,22779.18935
584,579,23574.87464
332,218,40738.14814
332,214,51631.49184
218,214,34970.67373
912,829,54976.64925
912,910,38581.16991
829,910,36743.54587
823,833,51640.09688
823,835,32393.24067
833,835,29123.2786
329,880,69174.19729
329,882,46458.01325
880,882,39536.09165
355,364,44914.07156
355,353,50649.6681
364,353,42822.40953
358,355,31671.00883
358,353,25779.26455
355,353,50649.6681
178,182,25223.8724
178,176,25646.61627
182,176,23037.26665
177,251,45108.86436
177,516,44819.29286
251,516,54121.2581
248,251,26015.63829
248,177,31495.04391
251,177,45108.86436
892,891,52922.91293
902,891,37205.27984
921,918,47509.57184
921,915,21751.57811
918,915,36733.40253
329,326,35163.6677
329,880,69174.19729
326,880,65768.44707
183,177,39764.02031
183,175,31781.19648
177,175,38615.52003
334,349,47511.11732
334,213,43586.01126
349,213,57604.10063
186,183,34037.01928
186,175,40259.74809
183,175,31781.19648
173,188,40399.49641
173,171,33447.34033
188,171,21655.67483
337,342,52503.3956
337,341,31074.1405
342,341,39409.9371
919,910,48851.95005
919,918,36516.43572
910,918,31502.36282
919,912,25459.50371
919,910,48851.95005
912,910,38581.16991
517,514,57171.95251
517,507,53545.62461
514,507,36450.51578
83,85,34038.94524
83,82,39069.66761
85,82,30327.05925
342,86,58198.43472
342,705,63619.31541
86,705,41865.10551
327,329,42262.26756
327,882,39578.21966
329,882,46458.01325
172,178,46112.05495
172,180,15103.60568
178,180,33791.68508
412,80,49646.9344
892,80,55712.47974
173,186,31391.122
173,188,40399.49641
